TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;250.175,33;-520,56;312,87;0,00;220.074.791,04
IGSN3;0,00;;0,00;0,00;0,00;32,05;12,01;-21,54;0,00;23,19;23,19;2,31;0,00;0,00;0,00;2,85;-17,85;-4,02;0,38;0,23;0,77;0,19;29,48;;;6,26;-1,12;0,00;0,00
IGTA3;33,00;;68,93;1,88;0,97;62,04;54,08;8,01;10,21;12,36;2,16;0,40;5,52;81,71;-1,24;1,06;2,73;1,40;9,68;0,51;0,48;0,18;7,55;-17,47;;17,55;0,48;0,31;5.758.073.079,00
IGTI11;23,63;1,55;34,67;2,32;1,33;61,96;51,62;24,53;16,47;13,86;3,14;0,44;8,50;16,47;-1,65;1,71;6,70;3,83;8,12;0,57;0,43;0,16;7,95;28,92;58.604.305,77;10,17;0,68;0,02;6.277.871.643,10
IGTI3;2,99;1,75;13,16;0,88;0,50;61,96;51,62;24,53;6,25;13,86;3,14;0,44;3,23;6,25;-0,63;1,71;6,70;3,83;8,12;0,57;0,43;0,16;7,95;28,92;351.090,37;3,39;0,23;0,01;6.277.871.643,10
IGTI4;10,50;1,49;46,21;3,10;1,77;61,96;51,62;24,53;21,96;13,86;3,14;0,44;11,33;21,96;-2,20;1,71;6,70;3,83;8,12;0,57;0,43;0,16;7,95;28,92;31.496,52;3,39;0,23;0,03;6.277.871.643,10
INEP3;4,00;;-0,48;-0,10;0,14;-81,15;-1.248,74;-3.918,33;-1,52;-9,11;-7,69;;18,92;-0,14;-0,16;0,08;-20,32;-29,52;15,10;-1,45;2,45;0,01;-23,07;;264.006,10;-40,76;-8,28;0,00;165.760.342,88
INEP4;3,09;;-0,37;-0,08;0,11;-81,15;-1.248,74;-3.918,33;-1,17;-9,11;-7,69;;14,62;-0,11;-0,12;0,08;-20,32;-29,52;15,10;-1,45;2,45;0,01;-23,07;;185.731,57;-40,76;-8,28;0,00;165.760.342,88
INNT3;0,00;;0,00;0,00;0,00;26,13;11,28;9,78;0,00;5,13;5,13;1,45;0,00;0,00;0,00;0,83;24,48;3,82;8,98;0,16;0,84;0,39;30,40;13,32;;1,94;0,48;0,00;0,00
INTB3;21,04;0,99;13,23;2,79;1,46;31,46;11,78;12,53;14,07;13,54;-0,54;-0,11;1,66;3,21;-5,35;2,68;21,10;11,04;13,25;0,52;0,47;0,88;23,09;23,17;22.353.923,00;7,53;1,59;0,55;6.896.213.865,50
IRBR3;39,37;;86,08;0,78;0,15;-1,79;-8,51;0,58;-5,88;-5,87;;;0,50;-1,22;-0,39;0,83;0,90;0,17;;0,19;0,81;0,30;8,26;-47,29;79.126.266,50;50,69;0,46;-0,83;3.234.581.631,84
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;10,10;5,79;7,56;1,31;1,01;33,55;205,76;186,19;6,84;7,01;0,19;0,04;14,07;20,94;-1,16;1,65;17,31;13,43;15,74;0,78;0,18;0,07;11,30;11,13;2.533.850,83;7,72;1,34;-1,65;104.110.943.837,46
ITSA4;10,06;5,81;7,53;1,30;1,01;33,55;205,76;186,19;6,81;7,01;0,19;0,04;14,01;20,86;-1,15;1,65;17,31;13,43;15,74;0,78;0,18;0,07;11,30;11,13;187.315.702,87;7,72;1,34;-1,64;104.110.943.837,46
ITUB3;28,01;4,49;8,63;1,50;0,11;30,03;9,92;8,30;7,22;7,87;;;0,72;;-0,11;;17,34;1,27;;0,07;0,92;0,15;13,63;6,54;13.890.047,10;18,73;3,25;0,74;299.283.679.906,29
ITUB4;33,02;3,81;10,17;1,76;0,13;30,03;9,92;8,30;8,51;7,87;;;0,84;;-0,13;;17,34;1,27;;0,07;0,92;0,15;13,63;6,54;722.869.403,57;18,73;3,25;0,87;299.283.679.906,29
JALL3;7,43;5,96;3,58;1,13;0,34;30,06;49,30;33,06;2,40;5,33;2,93;1,38;1,18;1,35;-0,56;2,96;31,57;9,61;15,97;0,30;0,70;0,29;;;6.724.737,63;6,58;2,08;0,00;2.255.316.049,52
JBSS3;24,37;4,10;44,82;1,29;0,25;-5,62;-5,15;0,33;-2,91;-7,24;-4,33;1,92;0,15;1,53;-0,42;1,70;2,87;0,56;-15,01;0,20;0,79;1,68;18,10;17,69;140.988.390,67;18,92;0,54;-0,48;54.055.495.936,90
JFEN3;2,07;;-0,99;-0,06;0,04;-5,72;-93,39;-52,51;-0,56;-7,97;-7,41;;0,52;-0,18;-0,19;0,78;-6,43;-4,04;76,59;-0,63;1,72;0,08;-47,18;;156.468,97;-32,50;-2,09;0,01;43.133.564,15
JHSF3;5,03;8,97;8,64;0,68;0,32;53,40;47,37;26,29;4,79;8,41;3,59;0,51;2,27;1,72;-0,44;2,85;7,85;3,68;6,98;0,47;0,50;0,14;39,82;;14.620.980,87;7,42;0,58;-0,17;3.430.609.132,05
JOPA3;23,99;3,42;37,48;0,44;0,11;19,84;4,76;0,32;2,51;8,35;5,83;1,03;0,12;0,28;-0,42;2,07;1,19;0,29;4,44;0,24;0,68;0,90;16,21;-18,77;10.000,00;53,92;0,64;-0,47;255.159.560,47
JOPA4;33,80;2,67;52,81;0,63;0,15;19,84;4,76;0,32;3,54;8,35;5,83;1,03;0,17;0,40;-0,59;2,07;1,19;0,29;4,44;0,24;0,68;0,90;16,21;-18,77;3.380,00;53,92;0,64;-0,67;255.159.560,47
JSLG3;12,52;2,53;9,62;2,13;0,34;18,55;17,05;5,27;2,97;7,19;4,22;3,03;0,51;2,90;-0,48;1,64;22,15;3,52;15,03;0,16;0,84;0,67;-3,66;;9.738.051,80;5,88;1,30;0,07;3.588.981.407,34
KEPL3;10,00;8,59;6,80;2,64;1,30;32,03;22,32;17,47;5,33;5,01;-0,33;-0,16;1,19;4,77;-3,96;1,68;38,76;19,12;28,93;0,49;0,51;1,09;25,71;;15.728.200,30;3,79;1,47;-0,27;1.800.795.702,60
KLBN11;22,09;6,13;8,62;2,22;0,48;39,10;24,14;15,48;5,53;10,18;4,65;1,87;1,33;3,41;-0,65;2,16;25,81;5,57;8,05;0,22;0,74;0,36;19,06;40,17;90.464.867,60;9,93;2,56;-0,22;24.831.085.981,52
KLBN3;4,42;6,13;8,62;2,23;0,48;39,10;24,14;15,48;5,53;10,18;4,65;1,87;1,33;3,41;-0,65;2,16;25,81;5,57;8,05;0,22;0,74;0,36;19,06;40,17;2.477.772,53;1,99;0,51;-0,22;24.831.085.981,52
KLBN4;4,44;6,10;8,66;2,24;0,48;39,10;24,14;15,48;5,55;10,18;4,65;1,87;1,34;3,42;-0,65;2,16;25,81;5,57;8,05;0,22;0,74;0,36;19,06;40,17;11.140.145,13;1,99;0,51;-0,23;24.831.085.981,52
KRSA3;1,14;;-4,15;0,87;0,19;20,42;11,73;-9,50;3,37;11,85;8,49;2,19;0,39;1,34;-0,26;1,92;-20,93;-4,46;6,67;0,21;0,77;0,47;;;837.370,73;1,31;-0,27;-0,06;881.616.796,38
LAME3;6,60;;21,15;1,91;0,28;32,90;4,35;2,27;11,03;16,86;5,87;1,01;0,48;1,20;-0,66;1,72;9,02;1,34;2,89;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,97;12.391.135.396,59
LAME4;6,57;;21,06;1,90;0,28;32,90;4,35;2,27;10,98;16,86;5,87;1,01;0,48;1,19;-0,65;1,72;9,02;1,34;2,89;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,75;12.391.135.396,59
LAND3;16,07;8,43;10,99;2,18;1,67;94,35;60,72;145,06;26,27;27,59;1,71;0,14;15,95;-43,19;-1,71;0,35;19,83;15,22;-4,11;0,77;0,23;0,10;;;1.053.305,43;7,37;1,46;0,04;1.523.272.808,46
LAVV3;7,94;8,32;9,01;1,26;0,72;32,98;20,09;22,11;9,92;8,07;-1,94;-0,25;1,99;1,42;-2,53;3,44;13,94;8,00;8,71;0,57;0,39;0,36;122,69;;4.623.358,80;6,32;0,88;0,14;1.598.270.159,52
LCAM3;24,15;;21,94;1,60;0,61;35,54;29,19;7,55;5,67;9,97;4,29;1,21;1,66;-132,52;-0,72;0,97;7,29;2,77;10,13;0,38;0,62;0,37;49,27;56,01;;15,11;1,10;-1,71;12.285.815.275,65
LEVE3;36,21;26,83;6,84;3,13;1,56;28,88;18,76;16,16;5,90;5,87;-0,02;-0,01;1,11;5,06;-4,41;1,91;45,73;22,77;30,99;0,50;0,50;1,41;13,28;24,76;21.742.446,90;11,57;5,29;0,27;4.906.511.800,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LIGT3;6,26;;-0,44;0,77;0,10;16,51;-14,67;-39,79;-1,20;-5,70;-4,52;2,89;0,18;-0,22;-0,12;0,29;-173,47;-22,64;-19,48;0,13;0,87;0,57;3,21;;8.939.634,17;8,18;-14,20;0,00;2.302.391.902,32
LINX3;37,40;;-90,95;4,38;2,74;68,70;-4,79;-8,67;-164,48;-159,30;5,18;-0,14;7,88;11,96;-4,82;2,14;-4,81;-3,02;-2,23;0,63;0,37;0,35;14,30;;;8,55;-0,41;0,13;7.083.895.104,00
LIPR3;71,21;3,33;36,49;3,88;3,68;;;;41,84;38,82;-3,03;-0,28;;13,24;-5,35;9,02;10,64;10,09;8,99;0,95;0,05;0,00;;-10,15;8.509,60;18,34;1,95;-2,55;837.777.745,69
LJQQ3;5,32;;-26,99;1,98;0,33;34,11;2,77;-1,56;15,24;15,21;-0,26;-0,03;0,42;1,06;-0,98;1,86;-7,33;-1,21;5,03;0,17;0,83;0,77;18,92;;18.156.846,60;2,69;-0,20;0,02;1.011.367.452,60
LOGG3;21,80;4,21;13,66;0,60;0,37;98,51;124,48;69,23;7,60;12,48;4,81;0,38;9,46;3,67;-0,44;2,52;4,42;2,68;5,19;0,61;0,39;0,04;16,90;34,23;6.719.103,00;36,13;1,60;-0,22;2.249.544.571,08
LOGN3;38,41;;10,70;4,20;1,18;22,70;17,34;16,83;10,38;12,58;2,22;0,90;1,80;13,66;-1,68;1,42;39,27;11,07;10,64;0,28;0,72;0,66;18,84;;3.615.305,17;9,14;3,59;0,06;4.103.564.493,94
LPSB3;2,33;0,89;15,00;1,57;0,87;82,91;20,42;12,52;9,20;7,65;-1,50;-0,26;1,88;7,58;-1,16;1,82;10,44;5,78;11,90;0,55;0,46;0,46;11,92;;255.878,40;1,49;0,16;0,19;342.326.743,92
LREN3;16,72;4,27;17,30;1,65;0,81;60,17;6,85;6,95;17,55;16,38;-1,21;-0,11;1,20;3,36;-1,95;1,70;9,54;4,67;6,78;0,49;0,51;0,67;12,26;4,91;257.032.611,07;10,14;0,97;-0,72;16.143.684.402,68
LTEL3B;86,61;1,08;18,95;5,56;5,51;;;;19,21;19,20;-0,01;0,00;;-3.972,77;-5,56;0,87;29,36;29,06;28,91;0,99;0,01;0,00;;-18,45;;15,57;4,57;-0,39;18.664.056.853,83
LUPA3;2,26;;2,59;0,58;0,19;22,62;-66,63;39,07;-1,52;-3,89;-2,35;0,90;1,01;1,98;-0,27;1,43;22,52;7,20;-59,68;0,32;0,68;0,18;-0,35;;839.982,90;3,88;0,87;-0,01;93.976.507,04
LUXM3;0,00;;0,00;0,00;0,00;31,63;17,73;11,58;0,00;7,32;-0,33;-0,07;0,00;0,00;0,00;1,00;13,10;9,54;12,09;0,73;0,27;0,82;6,11;32,41;;5,81;0,76;0,00;185.356.080,00
LUXM4;15,99;;21,02;2,75;2,00;31,63;17,73;11,58;13,73;7,32;-0,33;-0,07;2,43;4.887,30;-2,33;1,00;13,10;9,54;12,09;0,73;0,27;0,82;6,11;32,41;7.243,29;5,81;0,76;0,24;185.356.080,00
LVTC3;4,15;0,33;-508,24;0,42;0,19;21,71;6,09;-0,06;4,60;3,03;-1,69;-0,15;0,28;0,69;-0,35;2,75;-0,08;-0,04;8,36;0,46;0,54;0,69;;;117.030,30;9,97;-0,01;5,02;275.464.648,38
LWSA3;6,30;0,83;-424,61;1,29;0,84;45,45;5,86;-0,71;51,37;36,39;-14,17;-0,35;3,01;6,41;-1,45;1,45;-0,30;-0,20;2,34;0,65;0,35;0,28;31,17;;60.930.222,53;4,89;-0,01;1,16;3.700.696.163,60
MAGG3;59,40;;-119,99;1,32;0,44;33,56;9,54;-0,57;7,17;11,30;4,13;0,76;0,68;9,32;-0,71;1,14;-1,10;-0,37;7,17;0,33;0,67;0,64;8,44;;;44,89;-0,50;1,04;2.972.404.571,40
MAPT3;37,50;;-236,02;-5,54;44,58;;;;-215,37;-158,79;0,00;;;-34.458,56;-44,58;0,00;-2,35;-18,89;2,57;-8,05;9,05;0,00;;;7.095,00;-6,77;-0,16;21,50;25.406.626,90
MAPT4;18,01;;-113,35;-2,66;21,41;;;;-103,43;-158,79;0,00;;;-16.549,30;-21,41;0,00;-2,35;-18,89;2,57;-8,05;9,05;0,00;;;40.460,38;-6,77;-0,16;10,33;25.406.626,90
MATD3;7,54;0,85;27,16;1,73;0,56;33,42;19,87;4,92;6,72;8,93;2,15;0,56;1,34;3,51;-0,75;2,68;6,38;2,05;11,64;0,32;0,66;0,42;;;3.615.769,87;4,35;0,28;-2,58;2.905.706.639,60
MBLY3;1,95;;-2,57;0,42;0,27;43,03;-14,31;-14,07;-2,53;-3,05;-0,52;0,09;0,36;0,76;-0,59;2,76;-16,44;-10,36;-12,24;0,63;0,37;0,74;;;2.392.809,27;4,62;-0,76;0,26;208.720.211,84
MDIA3;36,65;1,72;22,09;1,70;1,04;30,23;7,02;5,19;16,33;16,74;0,42;0,04;1,15;4,27;-1,89;2,19;7,71;4,72;7,51;0,61;0,39;0,91;13,34;-7,80;26.236.995,87;21,52;1,66;-2,48;12.414.180.000,00
MDNE3;11,46;;7,33;0,74;0,30;33,17;13,91;12,34;6,50;6,34;-0,14;-0,02;0,90;1,32;-0,47;2,69;10,15;4,08;7,55;0,40;0,60;0,33;5,57;;5.740.528,03;15,39;1,56;0,36;970.514.156,25
MEAL3;1,88;;4,61;0,48;0,20;32,17;13,76;5,20;1,74;2,77;1,02;0,29;0,24;-5,91;-0,24;0,84;10,51;4,24;17,01;0,40;0,60;0,82;8,44;99,84;2.158.647,43;3,88;0,41;-0,02;538.374.716,40
MELK3;4,39;12,77;12,52;0,77;0,37;17,78;3,68;7,16;24,32;19,95;-4,42;-0,14;0,90;0,68;-1,99;3,08;6,17;2,97;0,63;0,48;0,48;0,42;17,62;0,28;792.019,53;5,68;0,35;-0,36;907.585.100,40
MERC3;15,28;;319,25;1,11;1,01;70,55;6,13;1,94;101,17;81,60;;;6,21;7,37;-1,17;;0,35;0,32;;0,91;0,09;0,16;-29,95;-51,24;;13,81;0,05;-3,64;221.945.842,00
MERC4;8,48;5,31;177,17;0,61;0,56;70,55;6,13;1,94;56,15;81,60;;;3,44;4,09;-0,65;;0,35;0,32;;0,91;0,09;0,16;-29,95;-51,24;1.683,83;13,81;0,05;-2,02;221.945.842,00
MGEL3;19,13;;0,52;4,70;0,14;11,77;7,32;22,82;1,62;9,17;7,77;22,53;0,12;0,89;-0,27;1,45;903,95;26,13;-14,96;0,03;0,97;1,14;17,93;;;4,07;36,83;0,00;95.657.490,49
MGEL4;15,10;;0,41;3,71;0,11;11,77;7,32;22,82;1,28;9,17;7,77;22,53;0,09;0,70;-0,21;1,45;903,95;26,13;-14,96;0,03;0,97;1,14;17,93;;46.656,12;4,07;36,83;0,00;95.657.490,49
MGLU3;2,18;;-37,00;1,54;0,40;28,51;2,49;-1,06;15,83;20,33;4,43;0,43;0,39;6,26;-0,84;1,14;-4,17;-1,08;1,31;0,26;0,74;1,01;25,49;;318.487.177,73;1,41;-0,06;-42,28;14.780.149.797,12
MILS3;13,20;1,72;13,29;2,34;1,18;65,40;32,41;18,29;7,50;8,56;1,10;0,34;2,43;5,37;-1,87;2,49;17,59;8,88;16,23;0,50;0,49;0,49;30,26;;11.097.260,20;5,65;0,99;0,88;3.236.498.367,84
MLAS3;1,97;;-2,26;0,46;0,28;12,50;-15,59;-19,01;-2,75;-2,81;-0,07;0,01;0,43;0,52;-1,15;3,45;-20,23;-12,31;-13,54;0,61;0,39;0,65;;;6.273.958,50;4,32;-0,87;0,01;1.608.256.881,00
MMAQ3;0,00;;0,00;0,00;0,00;8,65;5,21;3,40;0,00;2,48;2,46;0,49;0,00;0,00;0,00;1,69;13,08;6,66;7,69;0,51;0,49;1,96;25,76;25,43;;5.685,11;743,79;0,00;1.115.195,25
MMAQ4;49,73;503,40;0,07;0,01;0,00;8,65;5,21;3,40;0,04;2,48;2,46;0,49;0,00;0,01;-0,02;1,69;13,08;6,66;7,69;0,51;0,49;1,96;25,76;25,43;;5.685,11;743,79;0,00;1.115.195,25
MMXM3;14,00;;-2,17;-0,11;0,71;;;;-181,31;-719,57;-538,27;;;-0,10;-0,75;0,01;-4,97;-32,75;0,28;-6,58;7,60;0,00;-6,95;;;-129,88;-6,46;0,03;90.834.562,00
MNDL3;47,01;;0,13;0,75;0,09;37,25;10,99;111,55;1,30;5,61;4,31;2,48;0,14;-0,65;-0,14;0,73;583,75;68,71;-38,08;0,12;0,88;0,62;11,73;;33.307,48;62,85;366,89;0,00;116.597.022,60
MNPR3;19,70;;-34,68;-0,43;0,42;27,89;8,31;-1,06;4,44;4,40;0,00;;0,37;-0,38;-0,99;0,34;-1,25;-1,21;-8,69;-0,97;1,97;1,14;13,94;;51.811,41;-45,41;-0,57;0,32;138.380.949,00
MOAR3;387,60;0,63;5,37;3,12;1,47;;;;4,07;3,58;-0,48;-0,37;;3,75;-3,14;3,76;58,02;27,33;35,93;0,47;0,53;0,00;;44,33;59.967,00;124,41;72,18;0,01;4.748.573.259,60
MODL11;8,46;;-27,27;1,66;0,27;50,83;-5,11;-5,48;-29,26;-29,26;;;1,50;;-0,30;;-6,10;-0,97;;0,16;0,84;0,18;;;;5,09;-0,31;0,17;1.985.844.000,00
MODL3;3,08;0,71;-29,78;1,82;0,29;50,83;-5,11;-5,48;-31,96;-29,26;;;1,63;;-0,32;;-6,10;-0,97;;0,16;0,84;0,18;;;18.194.928,05;1,70;-0,10;0,19;1.985.844.000,00
MODL4;2,72;;-26,30;1,60;0,26;50,83;-5,11;-5,48;-28,22;-29,26;;;1,44;;-0,29;;-6,10;-0,97;;0,16;0,84;0,18;;;;1,70;-0,10;0,17;1.985.844.000,00
MOSI3;8,24;;32,29;1,56;1,46;89,47;6,23;14,75;76,45;36,94;-39,51;-0,81;4,76;1,91;-8,40;13,23;4,84;4,52;0,25;0,93;0,07;0,31;;;;5,27;0,26;;1.043.149.227,20
MOVI3;9,95;1,21;-80,63;1,19;0,17;32,22;18,17;-0,42;1,88;7,96;6,08;3,85;0,34;4,33;-0,21;1,21;-1,48;-0,21;11,00;0,14;0,86;0,49;31,22;;56.320.372,23;8,36;-0,12;0,76;3.615.774.818,28
MPLU3;26,80;;12,20;17,37;2,68;95,29;66,35;56,37;10,37;7,73;-2,64;-4,42;6,88;50,65;-23,58;1,06;142,40;21,94;100,98;0,15;0,85;0,39;-17,46;8,96;;1,54;2,20;-0,39;4.348.208.156,40
MRFG3;9,35;;-4,03;1,42;0,07;10,02;0,14;-1,59;45,59;214,06;168,23;5,25;0,06;0,90;-0,11;1,22;-35,29;-1,61;-0,53;0,05;0,80;1,02;66,77;;67.577.090,53;6,58;-2,32;0,03;8.760.800.000,00
MRSA3B;25,07;2,33;7,37;1,33;0,55;45,73;38,24;18,76;3,62;4,73;1,24;0,46;1,38;-55,09;-0,67;0,95;18,03;7,49;15,98;0,42;0,58;0,40;9,87;20,04;14.807,25;18,86;3,40;0,11;8.170.042.562,15
MRSA5B;23,06;2,79;6,78;1,22;0,51;45,73;38,24;18,76;3,33;4,73;1,24;0,46;1,27;-50,67;-0,61;0,95;18,03;7,49;15,98;0,42;0,58;0,40;9,87;20,04;4.612,00;18,86;3,40;0,10;8.170.042.562,15
MRSA6B;23,06;2,79;6,78;1,22;0,51;45,73;38,24;18,76;3,33;4,73;1,24;0,46;1,27;-50,67;-0,61;0,95;18,03;7,49;15,98;0,42;0,58;0,40;9,87;20,04;3.459,00;18,86;3,40;0,10;8.170.042.562,15
MRVE3;7,81;;-16,99;0,64;0,18;21,73;1,16;-3,61;52,88;136,77;83,82;1,01;0,61;0,82;-0,33;1,99;-3,76;-1,07;0,34;0,28;0,68;0,30;6,86;;174.628.737,03;12,21;-0,46;0,11;4.394.609.755,74
MSPA3;46,25;0,12;9,00;0,36;0,21;38,88;23,14;17,10;6,65;8,52;1,98;0,11;1,54;6,07;-0,23;1,56;3,94;2,30;4,10;0,58;0,42;0,13;6,46;-2,91;;130,22;5,14;-0,04;291.394.491,25
MSPA4;40,00;0,15;7,79;0,31;0,18;38,88;23,14;17,10;5,75;8,52;1,98;0,11;1,33;5,25;-0,20;1,56;3,94;2,30;4,10;0,58;0,42;0,13;6,46;-2,91;6.023,00;130,22;5,14;-0,04;291.394.491,25
MSRO3;702,50;;1.828,65;249,03;67,48;39,77;27,14;6,34;427,07;430,25;3,18;1,85;115,93;-536,40;-86,38;0,63;13,62;3,69;15,50;0,27;0,73;0,58;8,72;92,10;;2,82;0,38;114,31;18.271.898.550,00
MTIG3;0,00;;0,00;0,00;0,00;-16,12;-64,07;-113,09;0,00;-1,28;-1,17;;0,00;0,00;0,00;0,27;-725,28;-74,53;-104,33;-0,10;1,10;0,66;-17,44;;;-0,06;-0,46;0,00;3.700.608,00
MTIG4;23,00;;-49,52;-359,15;36,91;-16,12;-64,07;-113,09;-87,41;-1,28;-1,17;;56,00;-50,93;-50,15;0,27;-725,28;-74,53;-104,33;-0,10;1,10;0,66;-17,44;;;-0,06;-0,46;-0,09;3.700.608,00
MTRE3;5,21;14,57;6,38;0,56;0,25;21,87;10,56;9,48;5,73;11,25;5,43;0,53;0,60;0,49;-1,50;2,65;8,85;3,98;4,62;0,45;0,53;0,42;69,15;;9.738.497,53;9,24;0,82;0,05;560.606.546,00
MTSA3;78,40;1,47;7,90;1,60;1,23;29,63;13,88;13,56;7,72;4,91;-1,40;-0,29;1,07;2,15;-5,55;3,77;20,20;15,55;15,32;0,77;0,23;1,15;27,16;46,00;7.900,00;49,09;9,92;1,32;563.699.552,00
MTSA4;49,42;2,56;4,98;1,01;0,77;29,63;13,88;13,56;4,86;4,91;-1,40;-0,29;0,68;1,36;-3,50;3,77;20,20;15,55;15,32;0,77;0,23;1,15;27,16;46,00;266.756,45;49,09;9,92;0,83;563.699.552,00
MULT3;27,90;3,57;17,52;2,43;1,55;92,65;74,87;48,73;11,40;12,74;1,30;0,28;8,54;105,02;-1,79;1,12;13,87;8,84;14,14;0,64;0,36;0,18;9,22;20,97;64.132.268,33;11,49;1,59;0,61;16.815.296.891,25
MWET3;13,30;;-5,72;-2,64;0,10;13,38;-3,47;-1,72;-2,83;-9,98;-7,92;;0,10;-1,13;-0,16;0,82;-46,11;-1,68;-52,31;-0,04;1,04;0,98;19,24;;1.993,00;-5,05;-2,33;0,05;19.948.909,08
MWET4;7,89;;-3,39;-1,56;0,06;13,38;-3,47;-1,72;-1,68;-9,98;-7,92;;0,06;-0,67;-0,09;0,82;-46,11;-1,68;-52,31;-0,04;1,04;0,98;19,24;;32.026,23;-5,05;-2,33;0,03;19.948.909,08
MYPK3;12,12;2,49;-18,10;0,49;0,12;9,29;4,96;-0,66;2,40;7,32;4,92;0,99;0,12;0,63;-0,27;1,58;-2,68;-0,68;5,55;0,25;0,72;1,04;17,75;;15.433.841,63;24,94;-0,67;0,15;1.867.693.152,15
NAFG3;64,37;;11,80;2,76;1,15;41,15;16,49;9,34;6,68;5,06;1,17;0,48;1,10;3,20;-2,87;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-1,14;508.315.292,42
NAFG4;19,02;;3,49;0,82;0,34;41,15;16,49;9,34;1,97;5,06;1,17;0,48;0,33;0,94;-0,85;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-0,34;508.315.292,42
NEMO3;0,00;;0,00;0,00;0,00;42,65;37,37;10,96;0,00;3,55;3,55;4,84;0,00;0,00;0,00;2,82;40,03;3,38;9,57;0,08;0,70;0,31;36,49;52,36;;34,64;13,87;0,00;0,00
NEMO5;52,97;;3,82;1,53;0,13;42,65;37,37;10,96;1,12;3,55;3,55;4,84;0,42;0,74;-0,18;2,82;40,03;3,38;9,57;0,08;0,70;0,31;36,49;52,36;;34,64;13,87;-0,96;0,00
NEMO6;0,00;;0,00;0,00;0,00;42,65;37,37;10,96;0,00;3,55;3,55;4,84;0,00;0,00;0,00;2,82;40,03;3,38;9,57;0,08;0,70;0,31;36,49;52,36;;34,64;13,87;0,00;0,00
NEOE3;21,28;4,24;4,98;0,88;0,27;26,13;21,96;11,89;2,69;6,67;3,96;1,29;0,59;21,19;-0,34;1,06;17,61;5,33;12,45;0,30;0,70;0,45;15,85;66,47;21.928.486,27;24,28;4,28;0,21;26.072.364.887,04
NEXP3;5,09;;-0,10;-0,09;0,11;86,77;-85,18;-147,00;-0,17;-0,80;-0,63;;0,14;-0,26;-0,16;0,47;-96,62;-107,69;97,23;-1,11;2,11;0,73;6,18;;11.712,73;-53,94;-52,12;0,00;13.516.846,21
NGRD3;1,26;1,17;32,45;0,66;0,45;63,47;-5,34;3,42;-20,78;-9,04;11,58;-0,37;1,11;1,81;-0,78;2,37;2,03;1,38;-4,51;0,68;0,32;0,40;10,18;3,51;509.360,80;1,91;0,04;0,07;298.327.912,50
NINJ3;4,96;;84,32;0,88;0,83;91,84;-44,70;4,92;-9,27;0,90;10,18;-0,97;4,15;0,94;-13,78;16,07;1,05;0,98;-10,12;0,94;0,06;0,20;;;508.480,40;5,61;0,06;-0,74;251.953.204,32
NORD3;17,00;;-14,99;-0,72;6,05;91,45;211,48;-332,85;23,59;31,54;7,95;;49,90;-0,71;-6,60;0,01;-4,80;-40,38;-4,03;-8,41;9,41;0,12;23,27;;159.074,81;-23,62;-1,13;2,29;112.565.262,00
NRTQ3;0,00;;0,00;0,00;0,00;27,82;17,10;18,21;0,00;0,32;0,32;0,05;0,00;0,00;0,00;4,82;17,37;12,36;12,35;0,71;0,29;0,68;9,53;24,53;;19,95;3,46;0,00;0,00
NTCO3;16,49;;4,81;0,82;0,45;64,98;-0,93;14,39;-74,79;-72,68;1,84;-0,02;0,69;2,91;-0,69;1,82;16,95;9,39;-3,13;0,55;0,45;0,65;29,83;47,94;143.221.951,87;20,21;3,43;-0,01;22.785.913.724,38
